0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7757e+07,4.9041e+06,-2187.5,0,0,0,1.8879e+07,2.4498e+06,-2187.5,0,0,0,-1.8879e+07,2.4542e+06,2187.5,0,0,0,-3.7757e+07,4.9172e+06,2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8879e+07,2187.5,2.4542e+06,0,0,0,1.8879e+07,-2187.5,2.4498e+06,0,0,0,3.7757e+07,-2187.5,4.9041e+06,0,0,0,-3.7757e+07,2187.5,4.9172e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94396,47198,0,0,0,16362,-47198,-47198,0,0,0,8181,47198,-94396,0,0,0,16362,94396,94396,0,0,0,32724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6287e+08,2.6223e+08,0,0,0,-94396,-4.3732e+08,-2.6223e+08,0,0,0,-47198,-6.1268e+08,-2.6223e+08,0,0,0,-47198,8.7137e+07,2.6223e+08,0,0,0,-94396,0,0,0,0,0,0,-2970.1,0,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,4569.4,0,0,0,2.6223e+08,9.6287e+08,0,0,0,94396,2.6223e+08,8.7137e+07,0,0,0,94396,-2.6223e+08,-6.1268e+08,0,0,0,47198,-2.6223e+08,-4.3732e+08,0,0,0,47198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000,0,0,0,4569.4,0,-7029.8,0,0,0,0,0,0,0,0,0,0,4569.4,-7029.8,0,0,0,0,0,5.8095e+08,3.7757e+07,-3.7757e+07,0,0,0,-1.4522e+08,1.8879e+07,-3.7757e+07,0,0,0,-2.9044e+08,1.8879e+07,-1.8879e+07,0,0,0,-1.4522e+08,3.7757e+07,-1.8879e+07,0,0,0,-20000,0,0,0,-4569.4,0,-7029.8,0,0,0,0,0,0,0,0,0,0,-4569.4,-7029.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7757e+07,4.9172e+06,-2187.5,0,0,0,1.8879e+07,2.4542e+06,-2187.5,0,0,0,-1.8879e+07,2.4498e+06,2187.5,0,0,0,-3.7757e+07,4.9041e+06,2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7757e+07,-2187.5,4.9172e+06,0,0,0,3.7757e+07,2187.5,4.9041e+06,0,0,0,1.8879e+07,2187.5,2.4498e+06,0,0,0,-1.8879e+07,-2187.5,2.4542e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94396,94396,0,0,0,32724,-47198,-94396,0,0,0,16362,47198,-47198,0,0,0,8181,94396,47198,0,0,0,16362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3732e+08,2.6223e+08,0,0,0,-47198,9.6287e+08,-2.6223e+08,0,0,0,-94396,8.7137e+07,-2.6223e+08,0,0,0,-94396,-6.1268e+08,2.6223e+08,0,0,0,-47198,-2970.1,0,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,4569.4,0,0,0,0,0,0,0,0,0,-2.6223e+08,8.7137e+07,0,0,0,-94396,-2.6223e+08,9.6287e+08,0,0,0,-94396,2.6223e+08,-4.3732e+08,0,0,0,-47198,2.6223e+08,-6.1268e+08,0,0,0,-47198,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4569.4,0,-7029.8,0,0,0,0,0,-20000,0,0,0,0,4569.4,-7029.8,0,0,0,0,0,0,0,0,0,0,0,-1.4522e+08,1.8879e+07,3.7757e+07,0,0,0,5.8095e+08,3.7757e+07,3.7757e+07,0,0,0,-1.4522e+08,3.7757e+07,1.8879e+07,0,0,0,-2.9044e+08,1.8879e+07,1.8879e+07,0,4569.4,0,-7029.8,0,0,0,0,0,-20000,0,0,0,0,-4569.4,-7029.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8879e+07,2.4542e+06,2187.5,0,0,0,3.7757e+07,4.9172e+06,2187.5,0,0,0,-3.7757e+07,4.9041e+06,-2187.5,0,0,0,-1.8879e+07,2.4498e+06,-2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7757e+07,-2187.5,4.9041e+06,0,0,0,3.7757e+07,2187.5,4.9172e+06,0,0,0,1.8879e+07,2187.5,2.4542e+06,0,0,0,-1.8879e+07,-2187.5,2.4498e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47198,94396,0,0,0,16362,-94396,-94396,0,0,0,32724,94396,-47198,0,0,0,16362,47198,47198,0,0,0,8181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,-4569.4,0,0,0,-6.1268e+08,-2.6223e+08,0,0,0,47198,8.7137e+07,2.6223e+08,0,0,0,94396,9.6287e+08,2.6223e+08,0,0,0,94396,-4.3732e+08,-2.6223e+08,0,0,0,47198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6223e+08,-6.1268e+08,0,0,0,-47198,-2.6223e+08,-4.3732e+08,0,0,0,-47198,2.6223e+08,9.6287e+08,0,0,0,-94396,2.6223e+08,8.7137e+07,0,0,0,-94396,0,0,0,0,0,0,0,-2970.1,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4569.4,-7029.8,0,0,0,0,0,-20000,0,0,0,-4569.4,0,-7029.8,0,0,0,0,0,-2.9044e+08,-1.8879e+07,1.8879e+07,0,0,0,-1.4522e+08,-3.7757e+07,1.8879e+07,0,0,0,5.8095e+08,-3.7757e+07,3.7757e+07,0,0,0,-1.4522e+08,-1.8879e+07,3.7757e+07,0,0,0,0,0,0,0,0,4569.4,-7029.8,0,0,0,0,0,-20000,0,0,0,4569.4,0,-7029.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8879e+07,2.4498e+06,2187.5,0,0,0,3.7757e+07,4.9041e+06,2187.5,0,0,0,-3.7757e+07,4.9172e+06,-2187.5,0,0,0,-1.8879e+07,2.4542e+06,-2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8879e+07,2187.5,2.4498e+06,0,0,0,1.8879e+07,-2187.5,2.4542e+06,0,0,0,3.7757e+07,-2187.5,4.9172e+06,0,0,0,-3.7757e+07,2187.5,4.9041e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47198,47198,0,0,0,8181,-94396,-47198,0,0,0,16362,94396,-94396,0,0,0,32724,47198,94396,0,0,0,16362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,4569.4,0,0,0,0,0,0,0,0,0,8.7137e+07,-2.6223e+08,0,0,0,94396,-6.1268e+08,2.6223e+08,0,0,0,47198,-4.3732e+08,2.6223e+08,0,0,0,47198,9.6287e+08,-2.6223e+08,0,0,0,94396,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6223e+08,-4.3732e+08,0,0,0,47198,2.6223e+08,-6.1268e+08,0,0,0,47198,-2.6223e+08,8.7137e+07,0,0,0,94396,-2.6223e+08,9.6287e+08,0,0,0,94396,0,-2970.1,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4569.4,-7029.8,0,0,0,0,0,0,0,0,0,4569.4,0,-7029.8,0,0,0,0,0,-20000,0,0,0,0,0,-1.4522e+08,-3.7757e+07,-1.8879e+07,0,0,0,-2.9044e+08,-1.8879e+07,-1.8879e+07,0,0,0,-1.4522e+08,-1.8879e+07,-3.7757e+07,0,0,0,5.8095e+08,-3.7757e+07,-3.7757e+07,0,0,4569.4,-7029.8,0,0,0,0,0,0,0,0,0,-4569.4,0,-7029.8,0,0,0,0,0,-20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7757e+07,4.9041e+06,-2187.5,0,0,0,1.8879e+07,2.4498e+06,-2187.5,0,0,0,-1.8879e+07,2.4542e+06,2187.5,0,0,0,-3.7757e+07,4.9172e+06,2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8879e+07,2187.5,2.4542e+06,0,0,0,1.8879e+07,-2187.5,2.4498e+06,0,0,0,3.7757e+07,-2187.5,4.9041e+06,0,0,0,-3.7757e+07,2187.5,4.9172e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94396,47198,0,0,0,16362,-47198,-47198,0,0,0,8181,47198,-94396,0,0,0,16362,94396,94396,0,0,0,32724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6287e+08,2.6223e+08,0,0,0,-94396,-4.3732e+08,-2.6223e+08,0,0,0,-47198,-6.1268e+08,-2.6223e+08,0,0,0,-47198,8.7137e+07,2.6223e+08,0,0,0,-94396,0,0,0,0,0,0,-2970.1,0,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,4569.4,0,0,0,2.6223e+08,9.6287e+08,0,0,0,94396,2.6223e+08,8.7137e+07,0,0,0,94396,-2.6223e+08,-6.1268e+08,0,0,0,47198,-2.6223e+08,-4.3732e+08,0,0,0,47198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,-4569.4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000,0,0,0,4569.4,0,-7029.8,0,0,0,0,0,0,0,0,0,0,4569.4,-7029.8,0,0,0,0,0,5.8095e+08,3.7757e+07,-3.7757e+07,0,0,0,-1.4522e+08,1.8879e+07,-3.7757e+07,0,0,0,-2.9044e+08,1.8879e+07,-1.8879e+07,0,0,0,-1.4522e+08,3.7757e+07,-1.8879e+07,0,0,0,-20000,0,0,0,-4569.4,0,-7029.8,0,0,0,0,0,0,0,0,0,0,-4569.4,-7029.8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7757e+07,4.9172e+06,-2187.5,0,0,0,1.8879e+07,2.4542e+06,-2187.5,0,0,0,-1.8879e+07,2.4498e+06,2187.5,0,0,0,-3.7757e+07,4.9041e+06,2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7757e+07,-2187.5,4.9172e+06,0,0,0,3.7757e+07,2187.5,4.9041e+06,0,0,0,1.8879e+07,2187.5,2.4498e+06,0,0,0,-1.8879e+07,-2187.5,2.4542e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94396,94396,0,0,0,32724,-47198,-94396,0,0,0,16362,47198,-47198,0,0,0,8181,94396,47198,0,0,0,16362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3732e+08,2.6223e+08,0,0,0,-47198,9.6287e+08,-2.6223e+08,0,0,0,-94396,8.7137e+07,-2.6223e+08,0,0,0,-94396,-6.1268e+08,2.6223e+08,0,0,0,-47198,-2970.1,0,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,4569.4,0,0,0,0,0,0,0,0,0,-2.6223e+08,8.7137e+07,0,0,0,-94396,-2.6223e+08,9.6287e+08,0,0,0,-94396,2.6223e+08,-4.3732e+08,0,0,0,-47198,2.6223e+08,-6.1268e+08,0,0,0,-47198,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,-4569.4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4569.4,0,-7029.8,0,0,0,0,0,-20000,0,0,0,0,4569.4,-7029.8,0,0,0,0,0,0,0,0,0,0,0,-1.4522e+08,1.8879e+07,3.7757e+07,0,0,0,5.8095e+08,3.7757e+07,3.7757e+07,0,0,0,-1.4522e+08,3.7757e+07,1.8879e+07,0,0,0,-2.9044e+08,1.8879e+07,1.8879e+07,0,4569.4,0,-7029.8,0,0,0,0,0,-20000,0,0,0,0,-4569.4,-7029.8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8879e+07,2.4542e+06,2187.5,0,0,0,3.7757e+07,4.9172e+06,2187.5,0,0,0,-3.7757e+07,4.9041e+06,-2187.5,0,0,0,-1.8879e+07,2.4498e+06,-2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7757e+07,-2187.5,4.9041e+06,0,0,0,3.7757e+07,2187.5,4.9172e+06,0,0,0,1.8879e+07,2187.5,2.4542e+06,0,0,0,-1.8879e+07,-2187.5,2.4498e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47198,94396,0,0,0,16362,-94396,-94396,0,0,0,32724,94396,-47198,0,0,0,16362,47198,47198,0,0,0,8181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,-4569.4,0,0,0,-6.1268e+08,-2.6223e+08,0,0,0,47198,8.7137e+07,2.6223e+08,0,0,0,94396,9.6287e+08,2.6223e+08,0,0,0,94396,-4.3732e+08,-2.6223e+08,0,0,0,47198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,0,4569.4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2970.1,-4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6223e+08,-6.1268e+08,0,0,0,-47198,-2.6223e+08,-4.3732e+08,0,0,0,-47198,2.6223e+08,9.6287e+08,0,0,0,-94396,2.6223e+08,8.7137e+07,0,0,0,-94396,0,0,0,0,0,0,0,-2970.1,4569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4569.4,-7029.8,0,0,0,0,0,-20000,0,0,0,-4569.4,0,-7029.8,0,0,0,0,0,-2.9044e+08,-1.8879e+07,1.8879e+07,0,0,0,-1.4522e+08,-3.7757e+07,1.8879e+07,0,0,0,5.8095e+08,-3.7757e+07,3.7757e+07,0,0,0,-1.4522e+08,-1.8879e+07,3.7757e+07,0,0,0,0,0,0,0,0,4569.4,-7029.8,0,0,0,0,0,-20000,0,0,0,4569.4,0,-7029.8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8879e+07,2.4498e+06,2187.5,0,0,0,3.7757e+07,4.9041e+06,2187.5,0,0,0,-3.7757e+07,4.9172e+06,-2187.5,0,0,0,-1.8879e+07,2.4542e+06,-2187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8879e+07,2187.5,2.4498e+06,0,0,0,1.8879e+07,-2187.5,2.4542e+06,0,0,0,3.7757e+07,-2187.5,4.9172e+06,0,0,0,-3.7757e+07,2187.5,4.9041e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47198,47198,0,0,0,8181,-94396,-47198,0,0,0,16362,94396,-94396,0,0,0,32724,47198,94396,0,0,0,16362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
